document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Code_procedure_penale_fr_0,332,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE VIII DE L'EXTRADITION DES ETRANGERS,Section IV De quelques procédures accessoires,,68,"En cas de poursuites répressives exercées à l'étranger, lorsqu'un gouvernement étranger juge nécessaire la notification d'un acte de procédure ou d'un jugement à un individu résidant sur le territoire tunisien, la pièce est transmise suivant les formes prévues aux l'articles 316 et 317, accompagnée, le cas échéant, d'une traduction en langue arabe. La signification est faite à la requête du ministère public. Le document constatant la notification est renvoyé par la même voie au gouvernement requérant.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,333,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE VIII DE L'EXTRADITION DES ETRANGERS,Section IV De quelques procédures accessoires,,68-69,"Lorsque, dans une cause pénale instruite à l'étranger, le Gouvernement étranger juge nécessaire la communication des pièces à conviction ou de documents se trouvant entre les mains des autorités tunisiennes, la demande est faite par la voie diplomatique. Il y est donné suite, à moins que des considérations particulières ne s'y opposent, et sous l'obligation de renvoyer les pièces et documents dans le plus bref délai.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,334,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE VIII DE L'EXTRADITION DES ETRANGERS,Section IV De quelques procédures accessoires,,69,"Si dans une cause pénale, la comparution personnelle d'un témoin résidant en Tunisie est jugée nécessaire par un Gouvernement étranger, le Gouvernement Tunisien, saisi de la citation par la voie diplomatique, l'engage à se rendre à l'invitation qui lui est adressée Néanmoins, la citation n'est reçue et signifiée qu'à la condition que le témoin ne puisse être poursuivi ou détenu pour des faits ou condamnations antérieures à sa comparution.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE VIII DE L'EXTRADITION DES ETRANGERS,Section IV De quelques procédures accessoires,,69,"L'envoi des individus détenus, en vue d'une confrontation, doit être demandé par la voie diplomatique. Il est donné suite à la demande, à moins que des considérations particulières ne s'y opposent, et sous la condition de renvoyer lesdits détenus dans le plus bref délai.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335bis,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE IX DE LA TRANSACTION PAR MEDIATION EN MATIERE PENALE,,,69,"La transaction par médiation en matière pénale tend à garantir la réparation des dommages causés à la victime des faits imputés au prévenu et à raviver le sens de la responsabilité en ce dernier et à préserver, son intégration dans la vie sociale.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335ter,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE IX DE LA TRANSACTION PAR MEDIATION EN MATIERE PENALE,,,69,"Le procureur de la République peut, avant le déclenchement de l'action publique, soit de sa propre initiative, soit sur demande du prévenu ou de la victime ou sur demande de l'avocat de l'un d'eux, proposer aux parties la transaction par médiation en matière pénale, et ce, en matière de contravention et dans les délits prévus par l'alinéa 1er de l'article 218 et les articles 220, 225, 226 bis, 247, 248, 255, 256, 277, 280, 282, 286, et 293, 296et ainsi que par l'alinéa 1er de l'article 297, les articles 298, 304 et 309 du code pénal et le délit prévu par la loi n°62-22 du 24 mai 1962 relative à la non-présentation de l'enfant sous la garde. (Paragraphe deux ajouté par la loi n°2009-68du 12 août 2009) Si les circonstances du fait objet de la poursuite l’exigent, le procureur de la République peut seul proposer la transaction par médiation pour l’infraction citée à l’article 264 du code pénal à condition que le prévenu ne soit pas récidiviste et que le procureur considère que la tendance criminelle n’est pas encrée chez le prévenu sur la base d’une enquête sociale menée par les services de l’action sociale sur sa situation familial, matérielle morale.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335quater,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE IX DE LA TRANSACTION PAR MEDIATION EN MATIERE PENALE,,,69-70,"Le procureur de la République prend l'initiative de convoquer les deux parties par voie administrative. Il peut ordonner à l'une des parties de convoquer les autres parties par huissier de justice. 9- Le chapitre IX a été ajouté par la loi n° 2002 — 93 du 29 octobre 2002. Le prévenu est tenu d'assister personnellement à l'audience fixée. Il peut se faire assister par un avocat. La victime peut se faire représenter par un avocat. Toutefois, si elle ne comparait pas personnellement, la transaction ne peut être établie que sur présentation d'un mandat spécial à cet effet.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335quinquies,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE IX DE LA TRANSACTION PAR MEDIATION EN MATIERE PENALE,,,70,"Le procureur de la République, en appelant les parties à la transaction, prend en considération leurs intérêts et consigne les accords conclus entre les parties dans un procès- verbal coté dans lequel il les avise des obligations et des conséquences qui découlent de la transaction. Il doit leur rappeler les dispositions de la loi et leur fixer un délai pour l'exécution de toutes les obligations qui résultent de la transaction sans que ce délai ne dépasse six mois à compter de la date de sa signature. Le procureur de la République peut, exceptionnellement, et en cas de nécessité absolue, proroger ce délai de trois mois une seule fois par décision motivée. Le procès-verbal doit être lu aux parties qui 'doivent en signer chaque page. De même il doit être signé par le procureur de la République, le greffier et, s'il y a lieu, l'avocat et l'interprète.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335sexies,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE IX DE LA TRANSACTION PAR MEDIATION EN MATIERE PENALE,,,70,La transaction par médiation en matière pénale ne peut être révoquée même par le consentement des parties sauf dans le cas où apparaissent des éléments nouveaux de nature à changer la qualification de l'infraction de façon à rendre la transaction interdite par la loi. La transaction ne profite qu'à ses parties et ne peut produire d'effets qu'à l'égard de leurs ayants droit ou ayants cause. Son contenu n'est pas opposable aux tiers. On ne peut se prévaloir de ce qui a été déclaré par les parties auprès du procureur de la République à l'occasion de la transaction par médiation en matière pénale. Il ne peut valoir comme aveu.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,335septies,LIVRE IV DE QUELQUES PROCEDURES PARTICULIERES,,CHAPITRE IX DE LA TRANSACTION PAR MEDIATION EN MATIERE PENALE,,,70-71,"S'il a été impossible de conclure une transaction ou si celle ci n'a pas été intégralement exécutée dans les délais impartis, le procureur de la République apprécie la suite à donner à la plainte. L'exécution totale de la transaction dans le délai imparti ou l'inexécution due au fait de la victime entraîne l'extinction de l'action publique à l'égard du prévenu. Les délais de prescription de l'action publique sont suspendus durant le déroulement de la procédure de transaction par médiation en matière pénale ainsi que durant le délai imparti pour son exécution.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,336 (Modifié par la loi n° 2002-92 du 29 octobre 2002),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,71,"(Modifié par la loi n° 2002-92 du 29 octobre 2002). Le ministère public et les parties poursuivent l'exécution de la sentence, chacun en ce qui le concerne. Le juge d'exécution des peines du lieu du domicile du condamné ou celui du tribunal de première instance dans le ressort duquel le jugement a été rendu si le condamné n'a pas de domicile en Tunisie, procède au suivi de l'exécution de la peine du travail d'intérêt général, avec l'assistance des services pénitentiaires. Le juge d'exécution des peines accomplit les actes suivants : - soumet le condamné à l'examen médical conformément aux dispositions de l'article 18 bis du code pénal, - détermine l'établissement dans lequel sera exécutée la peine du travail d'intérêt général en se référant à la liste établie conformément aux dispositions de l'article 17 du code pénal et il s'assure de l'existence de mesures de protection suffisantes contre les accidents du travail et la couverture médicale en cas de maladie professionnelle, - informe le condamné du contenu des dispositions prévues aux articles 336 bis et 344 du présent code, - détermine le travail à effectuer par le condamné, son emploi du temps et sa durée. Ensuite il les soumet à l'approbation du procureur de la République. Le juge d'exécution des peines procède au suivi de l'exécution par le condamné de la peine du travail d'intérêt général auprès de l'établissement concerné, et il est tenu informé, par écrit, de tout incident pouvant survenir au cours de l'exécution de la peine. Il établit un rapport sur le résultat de l'exécution qu'il transmet au procureur de la République. Le juge d'exécution des peines peut, en cas de nécessité, modifier les mesures prises conformément aux dispositions de l'alinéa 3 de l'article 336 du présent code, et ce, après approbation du procureur de la République. Le juge d'exécution des peines peut, après approbation du procureur de la République, suspendre l'exécution de la peine du travail d'intérêt général pour les motifs prévus aux articles 336 bis et 346 bis du présent code. Dans ce cas, le condamné doit informer le juge d'exécution des peines de tout changement de son domicile.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,336bis (Ajouté par la loi n°99-90 du 2 août 1999),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,71-72,"Ajouté par la loi n°99-90 du 2 août 1999). Si le condamné refuse d'exécuter la peine du travail d'intérêt général ou rompt l'exécution de celle-ci pour la troisième fois sans motif légitime il devra alors subir la totalité de la peine d'emprisonnement prononcée sans aucune réduction. La période d'absence ne doit pas dépasser une seule journée la première fois et deux jours la deuxième fois. Toute journée d'absence est remplacée par le double. La peine d'exécution du travail d'intérêt général est suspendue pour motif de santé, ou familial ou professionnel lorsque le condamné est écroué pour une infraction ou pour l'accomplissement du service national. Le délai de la nouvelle période sera calculé à partir de la date de la disparition de l'empêchement ou de la cause.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,336 (ajouté par la loi n°2009-68 du 12 août 2009),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72,"( ajouté par la loi n°2009-68 du 12 août 2009) Le représentant du ministère public poursuit l’exécution de la peine de réparation pénale. Le délai d’exécution de la peine de réparation pénale prend effet à compter de la date d’expiration du délai d’appel pour le jugement pénal rendu en premier ressort ou de la date du prononcé du jugement. Un écrit à date certaine prouvant l’exécution de la peine ou la consignation du montant de la réparation pénale doit être présenté au représentant du ministère public près le tribunal qui a rendu le jugement prononçant la peine de réparation pénale dans le délai prévu par l’article 15 quater du code pénal. A défaut de présentation des moyens prouvant l’exécution de la peine de réparation pénale dans le délai prévu par l’article 15 quater du code pénal, le représentant du ministère public poursuivra les procédures d’exécution de la peine d’emprisonnement déjà prononcée. Si le condamné est détenu en vertu d’un mandat d’arrêt, le ministre public informe l’administration pénitentiaire de l’ordre de mise en liberté de l’inculpé s’il est établi que le jugement n’a pas fait l’objet d’un pourvoi en appel et que les dispositions du jugement de la peine de réparation pénale ont été exécutées dans le délai légalement prévu.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,337,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72,"Dans les cas graves et exceptionnels, le procureur général de la République peut accorder aux condamnés libres un sursis à l'exécution de leur peine. Avis du sursis est donné sans délai au secrétaire d'Etat à la justice.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,338,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72,"L'exécution a lieu lorsque la décision est devenue définitive. Toutefois, le délai d'appel accordé au procureur général de la République et aux avocats généraux près les cours d'appel par l'article 213 ne fait pas obstacle à l'exécution de la peine.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,339,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72,"Le Procureur Général de la République, les avocats généraux près les cours d'Appel et les procureurs de la République ont le droit de requérir l'assistance de la force publique à l'effet d'assurer cette exécution.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,340,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72,Tous incidents contentieux relatifs à l'exécution sont portés devant la juridiction qui a prononcé la sentence. Cette juridiction peut également procéder à la rectification des erreurs purement matérielles contenues dans ses décisions.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,341,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72,"Le tribunal ou la Cour, sur requête du ministère public ou de la partie intéressée, statue en chambre du conseil après avoir entendu le ministère public, le conseil de la partie s'il le demande et, s'il échet, la partie elle-même, sous réserve des dispositions de l'article 146. L'exécution de la décision en litige est suspendue si le tribunal ou la cour l'ordonne. Le jugement sur l'incident est notifié par le ministère public aux parties intéressées.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,342,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,72-73,"Lorsque la peine prononcée est la mort, le procureur général de la République, dès que la condamnation est devenue définitive, la porte à la connaissance du secrétaire d'Etat à la justice qui la soumet au président de la République pour l'exercice de son droit de grâce. La condamnation ne peut être mise à exécution que lorsque la grâce a, été refusée.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,342bis (Ajouté par la loi n° 2000-77 du 31 juillet 2000 et modifié par la loi n° 2002-92 du 29 octobre 2002),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,73,"Ajouté par la loi n° 2000-77 du 31 juillet 2000 et modifié par la loi n° 2002-92 du 29 octobre 2002). Le juge d'exécution des peines contrôle les conditions d'exécution des peines privatives de liberté purgées dans les établissements pénitentiaires sis e dans le ressort de sa juridiction. Le juge d'exécution des peines peut proposer de faire bénéficier certains détenus de la libération conditionnelle selon les conditions prévues aux articles 353, 354 et 355 du présent code. Le juge d'exécution des peines peut, après avis du procureur de la République, accorder la libération conditionnelle au condamné faisant l'objet d'une condamnation à la prison ne dépassant pas huit mois pour avoir commis un délit et qui remplit les conditions requises par les articles 353 et 355 du présent code. La libération conditionnelle ne peut être accordée au condamné primaire qu'après qu'il ait purgé la moitié de la durée de la peine. Lorsqu'il est récidiviste, la libération conditionnelle ne peut lui être accordée qu'après qu'il ait purgé les deux tiers de la durée de la peine prononcée. Le juge d'exécution des peines accorde la libération conditionnelle soit de sa propre initiative ou sur demande du condamné ou de l'un de ses ascendants ou descendants ou de son conjoint ou tuteur légal ou sur proposition du directeur de la prison. Lorsque le juge d'exécution des peines statue sur la libération conditionnelle, il constitue un dossier concernant le condamné, qui contient principalement une fiche qui comporte tous les renseignements qui sont de nature à être pris en considération lors de la prise de la décision, notamment les renseignements relatifs à son comportement, son état de santé physique et psychologique et son aptitude à l'intégration dans la société ainsi qu'une copie du jugement contenant la peine que le condamné est en train de purger, ainsi que les rapports que le juge d'exécution des peines a reçu de l'établissement pénitentiaire. Ce dossier est soumis au procureur de la République qui donne son avis dans un délai de quatre jours. Le juge d'exécution des peines statue sur la libération conditionnelle après réception du dossier du procureur de la République. La décision du juge d'exécution des peines est susceptible de recours devant la chambre d'accusation par le procureur de la République dans un délai de quatre jours à compter de la date à laquelle il en prend connaissance. Ce recours suspend l'exécution de la décision. La chambre d'accusation statue sur la demande en recours sans la présence du condamné, et ce, dans un délai ne dépassant pas huit jours à compter de la date de la réception du dossier et sa décision n'est susceptible d'aucun recours. En cas de nouvelle condamnation ou d'infraction aux conditions énoncées dans la décision de mise en liberté conditionnelle par le bénéficiaire de la libération conditionnelle, le juge d'exécution des peines peut révoquer par décision la libération, et ce, sur demande du procureur de la République. En cas d'urgence, le procureur de la République peut ordonner la détention provisoire de l'intéressé à charge de saisir immédiatement le juge d'exécution des peines qui a accordé la libération conditionnelle. Le procureur de la République procède à l'exécution des décisions rendues par le juge d'exécution des peines. Les dispositions prévues au chapitre IV du livre V du présent code sont applicables dans la mesure où elles ne sont pas contraires au présent article.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,342-3,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,73-74,"(Ajouté par la loi n° 2000-77 du 31 juillet 2000). Le juge d'exécution des peines visite l'établissement pénitentiaire au moins une fois tous les deux mois pour prendre connaissance des conditions dans lesquelles les détenus purgent leurs peines. Il doit informer le juge de la famille des conditions des enfants accompagnant leurs mères détenues. Le juge d'exécution des peines reçoit dans un bureau les détenus, soit sur leur demande soit ceux qu'il veut lui même entendre et il peut consulter le registre spécial de discipline. Il peut aussi requérir de l'administration pénitentiaire, l'accomplissement de certains actes nécessités par l'assistance sociale du détenu. Le juge d'exécution des peines est habilité à accorder aux détenus les autorisations de sortie des établissements pénitentiaires. Il peut accorder ces autorisations pour se rendre auprès du conjoint ou de l'un des ascendants ou descendants gravement malades ou pour assister aux funérailles de l'un des proches suivants : - le conjoint ou l'un des descendants ou ascendants, - les frères et soeurs, les oncles paternels ou maternels ou les alliés de premier degré, - le tuteur légal. Les autorisations de sorite sont exécutées conformément aux règlements en vigueur. Les autorisations de sortie qui concernent les inculpés soumis à la détention préventive sont accordées par le magistrat saisi de l'affaire.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,342-4,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,74,"(Ajouté par la loi n° 2000-77 du 31 juillet 2000). Le médecin de l'établissement pénitentiaire informe par écrit le juge d'exécution des peines des cas graves qu'il a constaté l'administration pénitentiaire lui communique un rapport annuel portant sur son activité sociale. Le juge d'exécution des peines établit un rapport annuel comportant ses observations, conclusions et suggestions, qu'il soumet au ministre de la justice.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,342-5,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE PREMIER DE L'EXECUTION DES SENTENCES PENALES ET,,,74,(Ajouté par la loi n° 2000-77 du 31 juillet 2000). La fonction de juge d'exécution des peines est exercée au sein du tribunal de première instance par un magistrat de deuxième grade qui peut être remplacé en cas d'absence ou d'empêchement par un magistrat du même tribunal désigné par son président.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,343 (Modifié par la loi n° 99-90 du 2 août 1999),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,74,"(Modifié par la loi n° 99-90 du 2 août 1999). Le recouvrement de l'amende et des frais est assuré au profit du Trésor sur les biens du condamné, et au besoin, par voie de contrainte par corps ou par voie du travail d'intérêt général à la demande de l'intéressé faite au ministère public.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,344,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,74,La contrainte par corps est exécutée à raison de un jour d'emprisonnement par trois dinars ou fraction de trois dinars sans que sa durée puisse excéder deux ans. La peine du travail d'intérêt général sera exécuté à raison de deux heures de travail par chaque jour de prison à condition que la période maximale de travail ne puisse déposer trois cent heures.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,345 (Modifié par la loi n° 99-90 du 2 août 1999),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,74-75,"(Modifié par la loi n° 99-90 du 2 août 1999). La contrainte par corps ou le travail d'intérêt général ne peuvent être exercés contre les personnes suivantes : 1) le civilement responsable; 2) la partie civile; 3) les condamnés âgés de moins de dix huit ans révolus à l'époque des faits ayant motivé la poursuite; 4) les condamnés qui ont commencé leur soixante-dixième année; 5) le mari et la femme simultanément, même pour le recouvrement des sommes afférentes à des condamnations différentes.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,346 (Modifié par la loi n° 99-90 du 2 août 1999),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,75,"(Modifié par la loi n° 99-90 du 2 août 1999). La durée de la contrainte est réduite de moitié et peut être, à la demande du condamné, remplacée par le travail d'intérêt général tant qu'elle ne dépasse pas les six mois et ce, dans les cas suivants : 1) si le condamné justifie de son insolvabilité par un certificat d'indigence délivré par le gouverneur de sa résidence habituelle. 2) si le condamné a commencé sa soixantième année. Ces deux causes ne se cumulent pas.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,346bis (Ajouté par la loi n° 99-90 du 2 août 1999),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,75,"Ajouté par la loi n° 99-90 du 2 août 1999). Si le condamné refuse d'accomplir le travail d'intérêt général ou le rompt sans motif légitime, les procédures de la contrainte par corps seront alors poursuivies. L'exécution est suspendue pour motif de santé ou familial ou lorsque le condamné est écroué pour une autre infraction ou pour l'accomplissement du service national. Le délai de la nouvelle période sera calculé à partir de la disparition de l'empêchement ou de la cause de suspension.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,347,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,75,"Lorsque la contrainte par corps a pris fin pour une cause quelconque, elle ne peut plus être exercée ni pour la même dette ni pour des condamnations antérieures à son exécution, à moins que ces condamnations n'entraînent par leur montant total une contrainte plus longue que celle déjà subie, auquel cas la première incarcération doit toujours être déduite de la nouvelle contrainte.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,348 (Modifié par la n° 99-90 du 2 août 1999),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE II DE LA CONTRAINTE PAR CORPS,,,75,(Modifié par la n° 99-90 du 2 août 1999). Le condamné qui a subi la contrainte par corps ou le travail d'intérêt général n'est pas libéré du montant des sommes auxquelles il fut condamné.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,349,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE III DE L'EXTINCTION DES PEINES,,,75-76,"Les peines prononcées pour crimes se prescrivent par vingt ans révolus. Néanmoins, si la prescription est acquise, le condamné est soumis à l'interdiction de séjour dans la circonscription du gouvernorat où l'infraction a été commise, sauf autorisation du gouverneur. En cas d'infraction à cette mesure, le condamné est passible des peines édictées par le code pénal pour infraction à l'interdiction de séjour. Les peines prononcées pour délits se prescrivent par cinq ans révolus. Les peines prononcées pour contraventions se prescrivent par deux ans révolus. Le délai de prescription court de la date à laquelle la condamnation est devenue définitive. Il court de la notification du jugement par défaut si cette notification n'a pas été faite à personne et s'il ne résulte pas d'actes d'exécution du jugement que le condamné en a eu connaissance.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,350,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE III DE L'EXTINCTION DES PEINES,,,76,"La prescription est suspendue par tout obstacle de droit ou de fait empêchant l'exécution de la peine hors celui qui résulte de la volonté du condamné. Elle est interrompue par l'arrestation du condamné en cas de condamnation à une peine privative de liberté, ou par tout acte de l'autorité compétente fait en vue de l'exécution en cas de condamnation à une peine pécuniaire. En aucun cas, le délai de la prescription ne peut être prolongé au delà du double.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,350 (ajouté par la loi n°2009-68 du 12 août 2009),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE III DE L'EXTINCTION DES PEINES,,,76,"(ajouté par la loi n°2009-68 du 12 août 2009) L’exécutions de la peine de réparation pénale, dans le délai prévu par l’article 15 quater du code pénal, entraine l’extinction de la peine d’emprisonnement rendue par le tribunal et le cas échéant la mise en liberté du condamné.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,351,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE III DE L'EXTINCTION DES PEINES,,,76,"Les condamnations civiles prononcées par les arrêts ou par les jugements rendus en matière criminelle, correctionnelle et de contravention et devenues irrévocables se périment d'après les règles établies par le code de procédure civile et commerciale.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,352,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE III DE L'EXTINCTION DES PEINES,,,76,Le décès du condamné éteint toutes les peines principales et complémentaires mais il n'a pas d'effet sur la confiscation spéciale ou générale et sur la fermeture des établissements.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,353,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE IV DE LA LIBERATION CONDITIONNELLE,,,76,"Pourra être admis au bénéfice de la libération conditionnelle, tout condamné ayant à subir une ou plusieurs peines privatives de liberté qui aura témoigné de son amendement par sa conduite en détention, ou dont la libération aura été jugée utile à l'intérêt de la collectivité.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,354,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE IV DE LA LIBERATION CONDITIONNELLE,,,76-77,"La libération conditionnelle ne' peut être accordée qu'aux condamnés ayant déjà purgé une fraction de la peine ou du total des peines, égale ou supérieure : 1) à la moitié de la durée de la peine ou des peines pour les condamnés primaires. Toutefois, la durée de la peine accomplie par le condamné ne doit pas être inférieure à trois mois; 2) aux deux tiers de la durée de la peine ou des peines pour les condamnés ayant des antécédents judiciaires. Toutefois, la durée de la peine accomplie par le condamné ne doit pas être inférieure à six mois. «Le temps d'épreuve est de quinze ans, pour les condamnés à l'emprisonnement à vie ». (Modifié par l'article 3 de la loi n° 89-23 du 27 février 1989).",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,355,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE IV DE LA LIBERATION CONDITIONNELLE,,,77,"Il peut toutefois, être dérogé aux dispositions des articles 353 et 354 ci-dessus : 1) si le condamné est âgé de soixante ans révolus à la date de sa libération conditionnelle; 2) s'il n'a pas encore atteint l'âge de vingt ans révolus à la même date11; 3) s'il est atteint d'une infirmité grave ou d'une maladie incurable.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,356 (Modifié par la loi n° 2001-73 du 11 juillet 2001),LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE IV DE LA LIBERATION CONDITIONNELLE,,,77,(Modifié par la loi n° 2001-73 du 11 juillet 2001). La libération conditionnelle est accordée par arrêté pris par le ministre de la justice sur avis conforme de la commission de libération conditionnelle. « Le juge d'exécution des peines accorde la libération conditionnelle dans les conditions et selon les procédures que la loi lui a réservé » (Ajouté par la loi n° 2002-92 du 29 octobre 2002).,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,357,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE IV DE LA LIBERATION CONDITIONNELLE,,,77,"L'arrêté12 peut astreindre le bénéficiaire de la libération conditionnelle : a) soit à une résidence surveillée, s'il n'a pas été condamné à la peine complémentaire de l'interdiction de séjour ou de la surveillance administrative; b) soit à un placement d'office dans un service public ou une institution privée; c) soit concomitamment aux deux mesures sus-énoncées. La durée de la résidence surveillée ou de placement ne peut être supérieure à la durée de la partie de la peine non subie au moment de la libération.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,358,LIVRE V DES PROCEDURES D'EXECUTION,,CHAPITRE IV DE LA LIBERATION CONDITIONNELLE,,,77,L'exécution des peines complémentaires auxquelles se trouverait condamné le détenu à libérer commence à la date de sa libération conditionnelle.,pdfs/Code_procedure_penale_fr_0.pdf
